race,sex,first_arrest_date,second_arrest_date,first_charge,second_charge,first_age,second_age,first_city,second_city,first_arrest_time,second_arrest_time,days_between_arrests
W,M,2015-11-10,2016-04-01,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,25,25,CHARLESTON,CHARLESTON,1825,1738,143
B,M,2023-02-14,2024-03-15,DV 3RD,DUS 1ST,32,33,CHARLESTON,CHARLESTON,130,247,395
B,M,2016-03-02,2017-03-16,OPEN CONTAINER BEER/WINE IN VEH,POSS MDMA / ECSTASY,33,34,CHARLESTON,CHARLESTON,2032,2352,379
B,M,2016-03-29,2017-02-17,PUBLIC INTOXICATION,SIMPLE POSS MARIJUANA 1ST,29,30,CHARLESTON,CHARLESTON,347,2126,325
B,M,2015-06-02,2018-04-18,POSS COCAINE,POSS COCAINE,45,48,CHARLESTON,CHARLESTON,1031,38,1051
B,M,2017-11-21,2019-12-25,POSS MARIJUANA 2ND +,POSS COCAINE,20,22,CHARLESTON COUNTY,CHARLESTON,1436,2315,764
B,M,2015-07-22,2016-03-28,POSS MARIJUANA 2ND +,POSS MARIJUANA 2ND +,29,29,CHARLESTON,CHARLESTON,1743,2329,250
B,M,2015-02-02,2015-06-05,GAMBLING PROHIBITED,PWID/MANUF/DISTR/PURCH COCAINE BASE,20,20,NORTH CHARLESTON,CHARLESTON,1624,1611,123
B,F,2017-01-24,2019-08-03,PWID/MANUF/DISTR/PURCH COCAINE BASE,ASSAULT & BATTERY 3RD DEGREE,25,28,CHARLESTON,CHARLESTON,750,1810,921
B,M,2023-09-01,2024-08-30,OUT OF AGENCY WARRANT,TRESPASSING,64,65,CHARLESTON,CHARLESTON,500,337,364
B,M,2015-05-26,2016-06-26,DUS 2ND,DUS 2ND,33,33,CHARLESTON,CHARLESTON,604,2149,397
B,F,2015-01-23,2021-03-19,ASSAULT & BATTERY 2ND DEGREE,PROPERTY CRIME ENHANCEMENT,18,24,NORTH CHARLESTON,NORTH CHARLESTON,722,1241,2247
B,M,2015-08-28,2015-09-09,PWID/MANUF/DISTR/PURCH COCAINE BASE,POSS COCAINE,19,19,CHARLESTON,CHARLESTON,1113,1048,12
B,M,2015-07-26,2017-09-20,POSS COCAINE BASE,RECKLESS DRIVING,26,28,CHARLESTON,CHARLESTON,2352,901,787
B,M,2015-02-05,2015-03-30,FAILURE TO STOP BLUE LIGHT/ SIREN,DUS 1ST,27,27,CHARLESTON,CHARLESTON,2330,1433,53
B,F,2021-09-21,2022-08-31,POINTING FIREARM AT A PERSON,OUT OF AGENCY WARRANT,25,25,CHARLESTON,CHARLESTON,233,235,344
B,M,2023-01-24,2024-10-09,SIMPLE POSS MARIJUANA 1ST,POSS CONTROLLED SUBS SCHEDULE I-V,39,41,CHARLESTON,CHARLESTON,312,313,624
W,M,2016-12-23,2016-12-31,POSS CONTROLLED SUSB SCHEDULE I-V,OUT OF AGENCY WARRANT,27,27,N CHARLESTON,CHARLESTON,1411,2006,8
B,M,2016-04-30,2021-09-21,SIMPLE POSS MARIJUANA 1ST,PWID/MANUF MARIJUANA,33,39,CHARLESTON,CHARLESTON,2209,2332,1970
B,M,2015-06-10,2022-11-30,OUT OF AGENCY WARRANT,BURGLARY 2ND  DEGREE  (VIOLENT),40,48,CHARLESTON,CHARLESTON,2230,1141,2730
B,M,2015-02-18,2015-08-13,OUT OF AGENCY WARRANT,DISORDERLY CONDUCT,24,25,CHARLESTON,CHARLESTON,120,1919,176
B,F,2015-08-11,2016-04-09,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,22,23,CHARLESTON,CHARLESTON,1447,2130,242
B,M,2016-02-08,2017-04-18,OUT OF AGENCY WARRANT,UNLAWFUL CARRYING OF HANDGUN,23,24,CHARLESTON,CHARLESTON,126,1844,435
B,M,2017-10-18,2019-02-09,PROPERTY CRIME ENHANCEMENT,SIMPLE ASSAULT,32,33,CHARLESTON,CHARLESTON,358,1209,479
B,M,2015-10-22,2017-06-29,PROPERTY CRIME ENHANCEMENT,OPEN CONTAINER ALCOHOL,49,50,CHARLESTON,CHARLESTON,1023,927,616
W,M,2018-03-08,2018-04-19,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,39,39,CHARLESTON,CHARLESTON,1724,30,42
B,M,2015-12-22,2016-03-08,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,23,23,CHARLESTON,CHARLESTON,5,1800,77
B,M,2015-07-06,2016-12-25,DV 3RD,RECEIVING STOLEN GOODS,34,36,CHARLESTON,CHARLESTON,1404,100,538
B,M,2015-01-26,2015-01-26,ASSAULT & BATTERY 2ND DEGREE,OUT OF AGENCY WARRANT,24,24,CHARLESTON,CHARLESTON,1338,1338,0
B,M,2018-08-15,2018-08-16,"DISTRIBUTION OF COCAINE BASE, F",DISTRIBUTION OF COCAINE BASE,34,34,CHARLESTON,N CHARLESTON,1909,1500,1
B,M,2015-06-17,2016-06-02,"DV 2ND, F",DUI 1ST,45,46,CHARLESTON,CHARLESTON,1626,2220,351
B,M,2020-09-05,2021-04-16,TRESPASSING AFTER WARNING,BURGLARY 2ND  DEGREE  (VIOLENT),28,29,JOHNS ISLAND,N CHARLESTON,123,1858,223
B,F,2016-09-28,2017-02-09,DISORDERLY CONDUCT,SIMPLE ASSAULT,19,19,CHARLESTON,CHARLESTON,1333,1130,134
B,F,2015-01-07,2022-02-20,POSS STOLEN HANDGUN,FAILURE TO STOP BLUE LIGHT/ SIREN,21,28,CHARLESTON,CHARLESTON,1217,800,2601
W,M,2015-01-19,2016-10-29,DUS 2ND,OUT OF AGENCY WARRANT,47,50,CHARLESTON,CHARLESTON,2039,843,649
W,M,2018-08-28,2018-10-28,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,43,44,CHARLESTON,CHARLESTON,1919,420,61
B,M,2015-02-10,2015-06-11,PUBLIC INTOXICATION,PUBLIC INTOXICATION,65,65,CHARLESTON,CHARLESTON,1148,1546,121
W,M,2015-07-28,2015-10-27,OPEN CONTAINER ALCOHOL,SIMPLE ASSAULT,47,48,CHARLESTON,CHARLESTON,2025,1626,91
B,M,2015-01-21,2015-02-01,PUBLIC INTOXICATION,OPEN CONTAINER ALCOHOL,59,59,CHARLESTON,CHARLESTON,2200,522,11
B,F,2015-06-26,2017-04-18,GRAND LARCENY,BREACH OF TRUST W/ FRAUDULENT INTENT,17,19,N CHARLESTON,N CHARLESTON,740,2355,662
W,F,2020-03-17,2022-10-26,OPEN CONTAINER BEER/WINE IN VEH,ABHAN,29,31,CHARLESTON,CHARLESTON,540,128,953
B,M,2016-01-29,2017-02-07,TRESPASSING,OPEN CONTAINER ALCOHOL,22,23,CHARLESTON,CHARLESTON,1521,1645,375
B,M,2015-08-01,2017-03-15,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,27,29,CHARLESTON,CHARLESTON,1822,1353,592
W,M,2015-07-12,2015-09-02,TAMPERING WITH VEHICLE,TAMPERING WITH VEHICLE,51,51,CHARLESTON,CHARLESTON COUNTY,310,309,52
B,F,2023-09-23,2023-10-08,"BURGLARY 1ST DEGREE, F",BURGLARY 1ST DEGREE,61,61,CHARLESTON,CHARLESTON,1449,1330,15
B,M,2015-05-28,2016-01-22,"PWID/MANUF/DISTR/PURCH COCAINE BASE, F",PWID/MANUF/DISTR/PURCH COCAINE BASE,29,30,CHARLESTON,CHARLESTON,2128,1945,239
B,M,2015-03-27,2019-11-08,TRESPASSING - POSTED NOTICE,POSS DRUG PARAPHERNALIA,26,31,CHARLESTON,CHARLESTON,1318,2005,1687
B,M,2017-05-16,2017-08-08,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,26,26,CHARLESTON,CHARLESTON,735,1900,84
B,M,2015-08-25,2017-01-04,SIMPLE ASSAULT,TRESPASSING,53,55, ,CHARLESTON,1003,1355,498
B,M,2015-01-12,2015-10-08,PEDDLERS PERMIT REQUIRED,PROHIBITED AREAS FOR SOLICITORS,58,59,CHARLESTON,CHARLESTON,1345,1325,269
B,M,2017-09-28,2018-01-30,SIMPLE ASSAULT,SIMPLE POSS MARIJUANA 1ST,24,25,CHARLESTON,CHARLESTON,1900,2212,124
B,M,2016-07-03,2016-07-12,PROHIBITED ACTIVITY IN PUBLIC PARK,TRESPASSING,27,27,CHARLESTON,CHARLESTON,223,941,9
B,M,2015-05-05,2016-01-03,DUS 1ST,DUS 1ST,25,25,CHARLESTON,CHARLESTON,2036,219,243
B,M,2016-02-17,2017-07-05,SIMPLE ASSAULT,OUT OF AGENCY WARRANT,22,23,CHARLESTON COUNTY,CHARLESTON,1958,1147,504
B,M,2020-12-09,2020-12-11,ARMED ROBBERY,PETIT LARCENY,30,30,MOUNT PLEASANT,N CHARLESTON,1107,915,2
B,M,2015-01-01,2022-03-11,TRESPASSING,LEAVING SCENE OF ACCIDENT (PERSONAL INJURY/DEATH),26,33,CHARLESTON,CHARLESTON,136,152,2626
B,M,2015-02-18,2015-03-11,OUT OF AGENCY WARRANT,TRESPASSING - POSTED NOTICE,19,19,CHARLESTON,CHARLESTON,2315,1307,21
W,M,2015-08-27,2016-04-05,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,61,62,CHARLESTON,N CHARLESTON,1413,1421,222
W,M,2015-03-03,2015-10-14,BREAKING INTO MOTOR VEHICLE,SIMPLE POSS MARIJUANA 1ST,16,16,CHARLESTON,CHARLESTON,1307,10,225
B,M,2015-01-13,2016-10-27,DUS 3RD +,DISTRIBUTION / PURCHASING HEROIN,52,54,CHARLESTON,CHARLESTON,2232,1256,653
B,M,2017-07-12,2018-05-26,RECKLESS DRIVING,PROPERTY CRIME ENHANCEMENT,26,27,CHARLESTON,MOUNT PLEASANT,134,1717,318
B,M,2015-09-22,2015-10-09,PWID/MANUF/DISTR/PURCH COCAINE BASE,TRESPASSING,28,28,CHARLESTON,CHARLESTON,1940,1316,17
B,M,2024-04-04,2024-08-06,OUT OF AGENCY WARRANT,SHOPLIFTING,49,52,CHARLESTON,CHARLESTON,1727,149,124
B,M,2015-12-25,2016-01-17,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,56,56,CHARLESTON,CHARLESTON,305,1741,23
B,M,2015-07-12,2015-07-31,OUT OF AGENCY WARRANT,SHOPLIFTING,21,21,CHARLESTON,NORTH CHARLESTON,1736,1547,19
B,F,2015-01-14,2021-12-18,DUS 2ND,ASSAULT & BATTERY 2ND DEGREE,46,53,CHARLESTON,CHARLESTON,1515,705,2530
B,M,2016-07-27,2019-02-07,FAILURE TO REPORT ACCIDENT,PWID/MANUF COCAINE,30,33,CHARLESTON,CHARLESTON,112,1611,925
B,M,2015-01-11,2015-09-25,CDV HAN,FAILURE TO STOP BLUE LIGHT/ SIREN,22,23,CHARLESTON,N CHARLESTON,1845,953,257
B,M,2015-07-28,2015-08-12,TRESPASSING AFTER WARNING,ASSAULT & BATTERY 2ND DEGREE,26,26,CHARLESTON,CHARLESTON,1552,2037,15
W,M,2015-02-06,2015-10-19,DUI 1ST,DV 3RD,54,55,CHARLESTON,CHARLESTON,2310,2241,255
B,M,2015-10-13,2017-02-26,TRESPASSING,POSS MARIJUANA 2ND +,21,23,CHARLESTON,CHARLESTON,2125,13,502
W,M,2015-04-25,2015-05-17,CDV 1ST,CDV 2ND,30,30,CHARLESTON,CHARLESTON,1810,2103,22
B,M,2016-11-26,2016-12-07,OUT OF AGENCY WARRANT,DV 2ND,28,28,CHARLESTON,CHARLESTON,1720,817,11
B,M,2015-01-29,2016-01-19,STALKING,TRESPASSING,26,27,NORTH CHARLESTON,CHARLESTON,1137,1228,355
B,M,2015-12-01,2016-01-02,OUT OF AGENCY WARRANT,PWID/MANUF/DISTR/PURCH COCAINE BASE,29,29,CHARLESTON,CHARLESTON,1747,1634,32
B,F,2018-04-02,2018-04-03,ATTEMPTED MURDER,POINTING FIREARM AT A PERSON,27,27,NORTH CHARLESTON,N CHARLESTON,1417,1518,1
B,M,2017-10-28,2018-02-27,BREAKING INTO MOTOR VEHICLE,TRESPASSING,31,31,CHARLESTON,CHARLESTON,1320,1315,122
B,M,2016-10-28,2017-04-30,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,25,25,CHARLESTON,CHARLESTON,155,2231,184
B,M,2017-03-03,2020-08-19,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,48,52,CHARLESTON,CHARLESTON,1823,2254,1265
B,M,2015-03-05,2015-03-14,TRESPASSING AFTER WARNING,TRESPASSING,36,36,CHARLESTON,CHARLESTON,954,1638,9
W,M,2022-12-03,2023-02-16,DV 3RD,DV 3RD,51,51,CHARLESTON,CHARLESTON,156,1835,75
B,M,2017-07-11,2018-08-21,PWID/MANUF MARIJUANA,PWID/MANUF/DISTR/PURCH COCAINE BASE,20,21,CHARLESTON,CHARLESTON,2000,1531,406
B,M,2016-02-08,2016-05-03,SIMPLE POSS MARIJUANA 1ST,DISORDERLY CONDUCT,15,16,JOHNS ISLAND,JOHNS ISLAND,913,1556,85
B,M,2016-10-04,2016-10-04,ASSAULT & BATTERY 2ND DEGREE,ASSAULT & BATTERY 1ST DEGREE,40,40,CHARLESTON,NORTH CHARLESTON,55,1400,0
B,M,2015-03-17,2015-10-27,PUBLIC INTOXICATION,PUBLIC INTOXICATION,55,55,CHARLESTON,CHARLESTON,1821,2059,224
W,M,2016-12-05,2024-11-14,IMPROPER LANE CHANGE- USAGE,PUBLIC DISORDERLY CONDUCT,49,57,CHARLESTON,CHARLESTON,1956,2232,2901
B,M,2015-07-17,2017-09-18,FORGERY,SIMPLE POSS MARIJUANA 1ST,21,23,CHARLESTON,CHARLESTON,1318,149,794
W,M,2017-04-10,2017-12-04,TRAFFICKING METHAMPHETAMINE 10-28G,SHOPLIFTING,28,29,CHARLESTON,CHARLESTON,638,2107,238
B,M,2022-11-24,2022-12-10,TRAFFICKING COCAINE BASE 10-28G,OUT OF AGENCY WARRANT,34,34,CHARLESTON,CHARLESTON,21,1133,16
B,M,2015-05-30,2015-06-20,DUS 3RD +,DV 3RD,25,25,CHARLESTON,CHARLESTON,956,1308,21
B,M,2018-08-01,2018-08-01,PWID/MANUF/DISTR HEROIN,SIMPLE POSS MARIJUANA 1ST,27,27,CHARLESTON,CHARLESTON,1529,1254,0
B,M,2015-06-17,2018-09-04,BURGLARY 3RD DEGREE,BURGLARY 2ND DEGREE,56,59,NORTH CHARLESTON,CHARLESTON,1442,1030,1175
B,M,2015-04-21,2015-05-25,FAILURE TO SURRENDER DRIVERS LICENSE,POSS STOLEN HANDGUN,25,25,CHARLESTON,CHARLESTON,2146,907,34
B,M,2020-12-12,2024-05-07,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,36,39,CHARLESTON,CHARLESTON,207,4,1242
W,M,2015-06-06,2017-10-19,CDV 2ND,DV 2ND,42,45,CHARLESTON,CHARLESTON,2011,409,866
B,M,2015-12-05,2019-04-13,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,52,56,CHARLESTON,CHARLESTON,1200,1410,1225
W,M,2016-03-21,2017-08-10,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,27,28,CHARLESTON,N. CHARLESTON,1005,1007,507
B,M,2017-10-02,2018-02-26,ASSAULT & BATTERY 3RD DEGREE,POSS COCAINE BASE,56,56,CHARLESTON,CHARLESTON,1332,2143,147
B,F,2016-03-03,2017-03-04,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,45,46,CHARLESTON,CHARLESTON,1552,1302,366
W,M,2015-07-04,2016-08-24,DISORDERLY CONDUCT,PROPERTY CRIME ENHANCEMENT,59,61,CHARLESTON,CHARLESTON,2013,1736,417
B,M,2015-09-30,2017-12-06,UNLAWFUL CARRYING OF HANDGUN,PWID/MANUF MARIJUANA,28,30,CHARLESTON,CHARLESTON,2321,143,798
W,M,2016-09-04,2016-09-05,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL USE OF TELEPHONE,34,35,CHARLESTON COUNTY,N CHARLESTON,2028,804,1
B,F,2015-05-30,2020-03-04,POSS STOLEN HANDGUN,PROPERTY CRIME ENHANCEMENT,21,26,CHARLESTON,CHARLESTON,1554,1000,1740
B,M,2015-01-29,2024-09-19,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,21,31,CHARLESTON,CHARLESTON,828,1250,3521
B,M,2015-03-16,2015-06-15,OUT OF AGENCY WARRANT,SIMPLE POSS MARIJUANA 1ST,19,20,CHARLESTON,CHARLESTON,220,1551,91
B,M,2019-08-28,2024-09-07,DISORDERLY CONDUCT,OPEN CONTAINER ALCOHOL,46,51,CHARLESTON,CHARLESTON,342,1534,1837
W,M,2021-01-02,2021-12-16,ILLEGAL USE OF 911,DAMAGE TO REAL PROPERTY,38,39,CHARLESTON,CHARLESTON COUNTY,633,1734,348
B,M,2015-01-27,2015-02-03,PUBLIC INTOXICATION,PUBLIC INTOXICATION,55,55,CHARLESTON,CHARLESTON,2015,2108,7
B,M,2015-09-18,2016-12-17,PWID/MANUF MARIJUANA,OUT OF AGENCY WARRANT,24,25,CHARLESTON,CHARLESTON,1240,2002,456
B,M,2019-07-10,2019-11-02,PROPERTY CRIME ENHANCEMENT,OUT OF AGENCY WARRANT,59,59,CHARLESTON,CHARLESTON,2252,2317,115
W,M,2015-01-20,2015-08-13,PUBLIC INTOXICATION,SALE OF BEER/ WINE TO PERSON <21,35,36,CHARLESTON,CHARLESTON,145,2030,205
W,M,2017-11-20,2019-11-13,DUI 1ST,"DUI 2ND, M",30,32,CHARLESTON,CHARLESTON,2319,217,723
B,M,2015-12-23,2019-06-22,OUT OF AGENCY WARRANT,DUI 1ST,44,47,CHARLESTON,CHARLESTON,2219,2134,1277
B,M,2016-02-19,2020-04-23,POSS MARIJUANA 2ND +,OUT OF AGENCY WARRANT,23,28,N CHARLESTON,CHARLESTON,1300,1507,1525
B,M,2018-08-30,2019-06-29,UNLAWFUL CARRYING OF HANDGUN,SIMPLE POSS MARIJUANA 1ST,21,22,CHARLESTON,CHARLESTON,1231,2139,303
W,M,2019-07-05,2019-07-06,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,48,48,CHARLESTON,CHARLESTON COUNTY,700,1330,1
W,M,2015-08-11,2015-11-30,PUBLIC INTOXICATION,TRESPASSING AFTER WARNING,57,58,CHARLESTON,CHARLESTON,1605,1037,111
B,F,2016-06-16,2023-12-20,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,26,34,CHARLESTON,CHARLESTON,1307,1102,2743
B,M,2017-05-02,2024-02-13,PUBLIC INTOXICATION,TRESPASSING,57,64,CHARLESTON,CHARLESTON,1852,1613,2478
B,M,2015-02-07,2019-08-17,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,35,40, ,CHARLESTON,2224,2243,1652
B,M,2020-04-22,2020-07-26,SIMPLE POSS MARIJUANA 1ST,SIMPLE POSS MARIJUANA 1ST,34,35,CHARLESTON,CHARLESTON,151,1846,95
B,M,2015-09-16,2016-01-08,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,45,45,CHARLESTON,CHARLESTON,1228,2011,114
B,F,2015-08-04,2015-08-23,LOITERING,LOITERING,40,40,CHARLESTON,CHARLESTON,600,930,19
B,M,2016-04-06,2016-04-18,OUT OF AGENCY WARRANT,POSS DRUG PARAPHERNALIA,44,44,CHARLESTON COUNTY,CHARLESTON,1730,2250,12
W,M,2018-07-24,2023-01-26,SIMPLE POSS MARIJUANA 1ST,DUI 1ST,22,27,CHARLESTON,CHARLESTON,2300,2351,1647
B,M,2016-12-16,2017-01-11,PWID/MANUF/DISTR HEROIN,TRESPASSING,48,48,CHARLESTON,CHARLESTON,1920,1230,26
W,M,2015-11-21,2015-12-29,OPEN CONTAINER BEER/WINE IN VEH,OUT OF AGENCY WARRANT,34,35,CHARLESTON,CHARLESTON,304,1922,38
B,M,2023-01-16,2023-10-28,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,51,52,CHARLESTON,NORTH CHARLESTON,1400,1420,285
B,M,2020-03-06,2020-04-07,MURDER/NONNEGLIGENT MANSLAUGHTER,ARSON 2ND DEGREE,33,33,COLUMBIA,NORTH CHARLESTON,1531,1521,32
B,F,2019-01-16,2023-11-02,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,21,26,CHARLESTON,CHARLESTON,2148,2135,1751
B,M,2016-02-24,2017-10-03,SIMPLE POSS MARIJUANA 1ST,UNLAWFUL CARRYING OF HANDGUN,21,22,CHARLESTON,CHARLESTON,2200,21,587
B,M,2015-03-11,2016-05-20,PWID/MANUF MARIJUANA,DUS 1ST,25,26,CHARLESTON,CHARLESTON,1829,1648,436
W,M,2018-08-24,2019-10-07,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,41,43,CHARLESTON,CHARLESTON,1806,1755,409
B,M,2015-08-10,2015-09-30,SIMPLE ASSAULT,SIMPLE ASSAULT,35,35,CHARLESTON,CHARLESTON,2346,2220,51
B,M,2017-03-03,2017-12-01,PWID/MANUF MARIJUANA,SIMPLE POSS MARIJUANA 1ST,27,28,CHARLESTON,CHARLESTON,16,1628,273
B,M,2018-08-03,2021-04-04,SIMPLE POSS MARIJUANA 1ST,POSSESSION MARIJUANA 1OZ OR LESS,34,36,CHARLESTON,CHARLESTON,1654,2111,975
B,M,2022-03-05,2022-09-13,TRESPASSING,ASSAULT & BATTERY 2ND DEGREE,34,34,CHARLESTON,CHARLESTON,1148,2058,192
W,M,2017-01-03,2017-06-19,BURGLARY 1ST DEGREE,DV 3RD,22,22,CHARLESTON,CHARLESTON COUNTY,811,2339,167
B,M,2024-06-29,2024-07-29,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,50,50,CHARLESTON,CHARLESTON,1340,845,30
B,M,2015-04-24,2016-08-03,TRESPASSING AFTER WARNING,DISTRIBUTION / PURCHASING HEROIN,31,33,CHARLESTON,CHARLESTON,1939,933,467
B,M,2015-01-18,2015-01-26,OPEN CONTAINER ALCOHOL,OPEN CONTAINER ALCOHOL,51,51,CHARLESTON,CHARLESTON,1234,715,8
B,M,2016-06-05,2023-07-20,PWID/MANUF/DISTR/PURCH COCAINE BASE,UNLAWFUL CARRYING OF HANDGUN,24,31,CHARLESTON,CHARLESTON,1240,221,2601
W,M,2017-05-31,2022-10-24,OUT OF AGENCY WARRANT,OUT OF AGENCY WARRANT,46,44,CHARLESTON,CHARLESTON,2248,1220,1972
B,M,2015-09-19,2022-08-16,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,24,31,CHARLESTON,CHARLESTON,2335,1200,2523
B,M,2015-01-24,2015-06-16,OUT OF AGENCY WARRANT,CSC W/MINOR - 3RD DEGREE,46,47,CHARLESTON,GOOSE CREEK,45,1127,143
B,M,2015-09-23,2017-06-01,PUBLIC URINATION / DEFECATION,POSS DRUG PARAPHERNALIA,49,51,CHARLESTON,CHARLESTON,1418,1600,617
B,M,2015-08-17,2016-03-18,PROPERTY CRIME ENHANCEMENT,OPEN CONTAINER ALCOHOL,54,54,CHARLESTON,CHARLESTON,1206,1924,214
B,M,2016-03-26,2017-02-04,OUT OF AGENCY WARRANT,GIVING FALSE INFORMATION,41,42,CHARLESTON,CHARLESTON,1700,1405,315
W,M,2017-10-11,2018-12-31,SIMPLE POSS MARIJUANA 1ST,OUT OF AGENCY WARRANT,37,38,CHARLESTON,CHARLESTON,1650,2038,446
B,M,2016-06-02,2017-11-02,FINANCIAL TRANSACTION CARD FRAUD,OUT OF AGENCY WARRANT,40,41,CHARLESTON,CHARLESTON,2247,110,518
B,M,2022-09-02,2024-11-16,PWID/MANUF/DISTR/TRAF CONTROLLED SUBS SCHEDULE I-V,PWID/MANUF/DISTR/PURCH COCAINE BASE,33,36,CHARLESTON,CHARLESTON,1501,2207,806
B,F,2016-06-10,2017-01-04,OPEN CONTAINER ALCOHOL,TRESPASSING,35,35,CHARLESTON,CHARLESTON,215,1503,208
B,M,2016-05-09,2017-08-16,TRAFFICKING COCAINE 28-100G,SIMPLE POSS MARIJUANA 1ST,30,32,CHARLESTON,CHARLESTON,42,2247,464
W,M,2016-04-19,2016-04-30,TRESPASSING AFTER WARNING,TRESPASSING,65,65,CHARLESTON,CHARLESTON,1517,1230,11
B,M,2015-07-29,2020-08-18,DISTRIBUTION / PURCHASING HEROIN,DISTRIBUTION / PURCHASING HEROIN,41,46,CHARLESTON,CHARLESTON,1425,30,1847
B,M,2016-02-18,2017-04-06,SIMPLE ASSAULT,OUT OF AGENCY WARRANT,38,39,CHARLESTON,CHARLESTON,1120,1933,413
B,M,2015-05-31,2021-03-27,STRONG ARM ROBBERY,DV 2ND,42,48,CHARLESTON,CHARLESTON,2016,51,2127
B,M,2015-03-13,2018-03-01,CDV 1ST,"DV 2ND, M",23,26,NORTH CHARLESTON,CHARLESTON,1654,2040,1084
B,M,2015-01-05,2015-08-14,LOITERING,RESISTING ARREST,31,31,CHARLESTON,CHARLESTON,2245,2007,221
W,M,2015-03-11,2015-03-22,TRESPASSING - POSTED NOTICE,PUBLIC INTOXICATION,55,55,CHARLESTON,CHARLESTON,1650,1145,11
B,M,2016-09-02,2017-02-16,SHOPLIFTING,PROPERTY CRIME ENHANCEMENT,44,45,CHARLESTON,N CHARLESTON,1400,1205,167
W,F,2015-11-24,2019-01-04,PROPERTY CRIME ENHANCEMENT,PROPERTY CRIME ENHANCEMENT,38,41,CHARLESTON,CHARLESTON,1318,1856,1137
B,F,2018-08-03,2018-09-03,DUS 1ST,OUT OF AGENCY WARRANT,49,49,CHARLESTON,CHARLESTON,536,100,31
B,M,2019-01-15,2024-04-09,SIMPLE POSS MARIJUANA 1ST,POSS MDMA / ECSTASY,35,41,CHARLESTON,CHARLESTON,1135,1832,1911
W,M,2015-07-13,2017-06-01,OBTAINING GOODS BY FALSE PRETENSES,OBTAINING GOODS BY FALSE PRETENSES,42,44,NORTH CHARLESTON,CHARLESTON,1020,1202,689
B,M,2015-01-27,2015-09-16,PUBLIC INTOXICATION,OPEN CONTAINER ALCOHOL,27,27,CHARLESTON,CHARLESTON,14,1523,232
B,M,2015-02-15,2015-04-01,TRESPASSING,PROPERTY CRIME ENHANCEMENT,41,42,CHARLESTON,CHARLESTON,1833,925,45
B,M,2015-03-27,2015-09-25,OUT OF AGENCY WARRANT,PUBLIC INTOXICATION,68,69,CHARLESTON,CHARLESTON,2112,1933,182
B,M,2015-07-28,2016-05-18,OUT OF AGENCY WARRANT,TRESPASSING,54,55,CHARLESTON,CHARLESTON,2345,1116,295
B,M,2019-02-27,2019-02-28,BURGLARY 2ND  DEGREE  (VIOLENT),BURGLARY 2ND  DEGREE  (VIOLENT),32,32,CHARLESTON,N CHARLESTON,1347,1400,1
B,M,2015-03-08,2016-09-28,OUT OF AGENCY WARRANT,PUBLIC INTOXICATION,28,31,CHARLESTON,CHARLESTON,1811,1611,570
W,M,2015-06-27,2015-07-01,OPEN CONTAINER ALCOHOL,PUBLIC INTOXICATION,33,33,CHARLESTON,CHARLESTON,2254,2158,4
B,M,2015-06-13,2015-11-11,SHOPLIFTING,SHOPLIFTING,51,52,CHARLESTON,CHARLESTON,1853,2303,151
B,M,2018-10-18,2018-11-06,TRESPASSING,ARMED ROBBERY,37,37,CHARLESTON,CHARLESTON,1030,245,19
W,M,2016-04-29,2016-07-28,OUT OF AGENCY WARRANT,PROPERTY CRIME ENHANCEMENT,34,34,CHARLESTON,CHARLESTON,2045,2300,90
W,M,2015-01-28,2015-06-17,PUBLIC INTOXICATION,FORGERY,57,58,NORTH CHARLESTON,NORTH CHARLESTON,1451,1323,140
